3M,6M,1Y,3Y,5Y,7Y,10Y,30Y
3.3018131,3.330545,3.479185,3.84898,4.0786686,4.2245398,4.416345,4.7513566
2.0052304,2.140714,2.2498527,2.3948672,2.7985103,3.0755434,3.2710404,4.0974116
1.8999112,1.9879938,2.0492015,2.3413243,2.514622,2.6814065,2.6974041,3.0746555
1.2517707,1.2700913,1.3502415,1.622141,2.1432624,2.4855638,2.9092991,3.715981
1.7128559,1.8981875,2.0073311,2.319819,2.5195487,2.6907902,2.7176487,3.0943902
3.310681,3.4156995,3.5720973,3.9380815,4.1913514,4.2687054,4.4341784,4.880992
3.181845,3.1910439,3.334012,3.699351,3.868989,4.0061474,4.164632,4.581835
3.0278432,3.0643277,3.164723,3.6806226,3.7983642,3.8699586,4.005429,4.3315907
1.6279722,1.7354345,1.9283416,2.3699276,2.635077,2.8033097,3.0698326,3.7117498
3.0378096,3.0908089,3.275003,3.7076082,3.864593,3.9792216,4.1402125,4.503101
2.8372343,2.853313,2.9243586,3.1626973,3.296759,3.494228,3.6035476,4.2082686
1.5646775,1.7689108,1.8656118,2.1814933,2.3771179,2.5477858,2.5541227,2.9312706
1.6958876,1.8446231,1.9306134,2.2489855,2.4748187,2.6571507,2.6912422,3.082681
1.4629431,1.5769105,1.7087013,2.1422668,2.500207,2.7008586,2.9182978,3.5394194
1.5980716,1.9752105,2.098097,2.311195,2.4922082,2.6571174,2.6351068,2.997062
2.649299,2.6167572,2.6443624,2.9118433,3.0588481,3.2308884,3.3268132,4.174015
1.8030195,2.058499,2.1271458,2.3334,2.4685392,2.6268632,2.6039822,2.9581485
1.6422156,1.7631165,1.850085,2.2417693,2.456829,2.6213279,2.6428125,3.0177526
2.621166,2.6207106,2.5696626,2.8978784,3.082956,3.2700045,3.3611264,4.1469812
1.656763,2.0170484,2.1162882,2.3036275,2.4869962,2.656723,2.637036,2.996462
1.9772251,2.1142395,2.231241,2.410414,2.775222,3.007186,3.2511504,4.100824
3.323761,3.4245677,3.5837688,3.937605,4.197214,4.2634125,4.4183893,4.879133
2.859219,2.8202055,2.8917875,2.9987004,3.192124,3.4512835,3.5585272,4.1607766
2.222546,2.194014,2.2870033,2.4778934,2.755741,3.1585178,3.3754535,4.1283913
3.2609026,3.3175635,3.5432372,3.9585161,4.146664,4.258705,4.441195,4.8796196
1.7747271,1.8401891,1.9884729,2.3999026,2.759361,2.9598136,3.227873,3.8757477
2.474547,2.4815004,2.4023829,2.5007238,2.5942879,2.6755726,2.6804676,2.952454
0.9393648,0.96501243,1.1040558,1.3262752,1.8022248,2.181734,2.7537038,3.6816378
3.1620405,3.2200575,3.3945131,3.7362719,3.8608232,3.974253,4.1535587,4.493403
2.8348107,2.8140228,2.8539143,2.9738567,3.17562,3.431527,3.5352082,4.1517873
3.170127,3.2161224,3.2967584,3.717589,3.96738,4.0341535,4.1716866,4.4020896
3.1751463,3.2479098,3.3690677,3.7676668,3.8722892,3.9597154,4.12302,4.5477614
1.7989748,1.8619447,2.0162036,2.4324775,2.7522974,2.937082,3.1957233,3.8355792
2.8735075,2.8181198,2.9381814,3.053337,3.2005801,3.4574604,3.569369,4.1884675
2.5326996,2.5732532,2.6813953,2.9776766,3.0980458,3.2787955,3.380292,4.1629257
2.7629333,2.770504,2.8579807,2.9275558,3.149632,3.4150097,3.522551,4.143942
2.3669078,2.4382024,2.3980176,2.4982643,2.5996983,2.7026577,2.718183,2.9778237
2.2326777,2.300406,2.3520265,2.5961397,2.8807633,3.1141284,3.2961123,4.1289544
1.9990069,2.0649595,2.161595,2.5157337,2.6635387,2.8118465,2.840188,3.1837692
2.7509682,2.7788522,2.89623,2.9321506,3.1426904,3.423146,3.5464833,4.185488
2.8551276,2.7907453,2.8647113,2.994953,3.1366396,3.3957398,3.5004783,4.1888213
3.0338683,3.0643945,3.2454362,3.6748571,3.853423,3.9767377,4.1270385,4.507039
2.1214128,2.1846955,2.256887,2.4137707,2.790352,3.0742035,3.2853866,4.104391
3.169963,3.2394104,3.372081,3.7569551,3.852969,3.9526207,4.125657,4.526555
2.3298874,2.3249857,2.4248114,2.6378698,2.839447,3.1834934,3.373655,4.1183553
2.8746047,2.8245707,2.933794,3.0780444,3.2291038,3.4705694,3.5774107,4.1860065
1.5064225,1.609633,1.7469368,2.1259406,2.4582202,2.6836963,2.9317105,3.5107691
2.545378,2.6278002,2.671344,2.7288475,2.9943323,3.0939443,3.1542296,3.9032023
2.8655128,2.8186562,2.8755548,2.9907093,3.1890311,3.4438796,3.545988,4.1373496
2.8872528,2.8212137,2.9151587,3.0836198,3.222114,3.454673,3.5470583,4.206122
3.1970973,3.3151171,3.445889,3.7461767,3.9356117,4.0037436,4.166644,4.506985
2.0561764,2.2194242,2.3222,2.5872262,2.7314467,2.8687067,2.8966117,3.3109152
2.0663323,2.2204702,2.3161333,2.5805311,2.7323513,2.8721817,2.8995128,3.3163512
1.9107146,1.9622245,2.0522537,2.2854605,2.5678117,2.76896,2.9958503,3.7118535
2.8800216,2.818242,2.8992188,3.0616903,3.217055,3.451118,3.5395591,4.206345
3.2686703,3.3510723,3.551186,3.9476542,4.196974,4.268979,4.4237,4.8677287
2.272549,2.2591047,2.3684115,2.6296134,2.8468912,3.2220716,3.408849,4.1348834
1.5475868,1.6069238,1.7504928,2.2088962,2.547779,2.7523918,3.0114968,3.609375
2.3060656,2.4196174,2.42065,2.6878686,2.973348,3.1774557,3.3041239,4.147909
2.3120666,2.3466415,2.2812738,2.4091613,2.5409343,2.6822963,2.6793394,2.9945538
1.9768755,2.0601351,2.1667538,2.5290844,2.6775377,2.8165333,2.843031,3.214751
1.5375571,1.7676528,1.8782737,2.2139196,2.4321935,2.6043024,2.622218,2.990794
1.6690311,2.0282552,2.127759,2.3108764,2.4868126,2.6538672,2.6354015,2.997866
3.264769,3.3972347,3.5813217,3.9497137,4.176524,4.283017,4.47127,4.972784
2.9798858,3.0109231,3.1894412,3.712533,3.786969,3.881734,4.0412784,4.340801
2.9195874,2.84056,2.9660385,3.0956573,3.2196481,3.4697907,3.5781164,4.2123857
1.5709927,1.605932,1.739089,2.250176,2.6109948,2.7994585,3.0446897,3.6619892
1.5062809,1.7522032,1.8655648,2.1875408,2.387682,2.5544767,2.5607913,2.93981
2.9174538,2.898218,2.9850428,3.083558,3.234271,3.4642234,3.5725174,4.2126756
2.9111633,2.9755445,3.1159658,3.6203876,3.7715147,3.8807564,4.0382977,4.316285
2.2858205,2.3218484,2.2726939,2.430712,2.541006,2.6716347,2.6578333,2.9750674
2.1740618,2.2900262,2.3064132,2.5046897,2.6006813,2.721569,2.7055395,3.0000532
2.7173252,2.7318728,2.810631,3.0559037,3.1596045,3.3656626,3.4558263,4.1805663
3.18749,3.2131562,3.3784337,3.7178335,3.8784885,4.004414,4.164518,4.5848894
2.3747575,2.376201,2.3306499,2.4846122,2.5600884,2.6686058,2.6675072,2.942149
2.9961061,3.0493846,3.2231183,3.7304854,3.8644233,3.9343643,4.0801835,4.369236
1.4831797,1.5734797,1.7073331,2.045541,2.3823028,2.6289196,2.9066026,3.5114646
1.695249,1.8751471,1.9355565,2.1975107,2.3895319,2.5667179,2.5502646,2.912425
3.1211233,3.2213314,3.3934608,3.729948,3.9405236,4.032339,4.1704965,4.7071395
1.9768444,2.1194987,2.238785,2.4160287,2.7864022,3.019729,3.2524884,4.1013503
2.8808832,2.814107,2.915494,3.0544496,3.1768286,3.4342477,3.5437062,4.186132
2.9507139,2.9872217,3.1437,3.6252978,3.746109,3.8640552,4.0248814,4.3046165
2.7409337,2.7808194,2.837844,2.671927,2.8942215,3.0636334,3.127799,3.5851097
1.4664323,1.5694914,1.6985066,2.1847682,2.559737,2.7457898,2.94117,3.562817
2.7554963,2.7609851,2.8404377,2.9339273,3.1312876,3.3956869,3.505378,4.136797
1.9801288,2.0316782,2.0978522,2.2932048,2.6266148,2.8557088,3.0853515,3.7631283
1.6011765,1.6272609,1.7781106,2.2024865,2.5019765,2.7074184,3.007292,3.6541407
1.4755943,1.5654656,1.7047532,2.1829748,2.547163,2.7485352,2.9772675,3.5638833
1.8925724,2.1084027,2.2298973,2.5087733,2.6816804,2.828689,2.848601,3.244307
2.6946378,2.738773,2.8245592,3.1995585,3.267878,3.4262633,3.5191395,4.1755705
3.1475918,3.2378082,3.3302574,3.7035356,3.9475904,3.99343,4.125507,4.39963
2.2919703,2.388647,2.3994823,2.6389954,2.903085,3.142953,3.2989228,4.1470504
1.937668,1.9981352,2.1092947,2.2207632,2.3887246,2.5951953,2.8551579,3.6025977
1.4830184,1.5873363,1.7261686,2.1729875,2.5094414,2.7004974,2.9171212,3.5363173
3.2011487,3.2725286,3.352095,3.4020517,3.5262241,3.6084938,3.7149034,4.2743645
3.215715,3.2714527,3.3487294,3.4090056,3.5184844,3.6072798,3.7147553,4.286506
1.6350442,1.7520819,1.9517201,2.398781,2.6575086,2.8210027,3.0818012,3.713944
1.5973105,1.8144805,1.9132466,2.193229,2.3684466,2.5440943,2.544302,2.8976724
3.2242603,3.3917546,3.5616293,3.905923,4.098216,4.20894,4.402832,4.956072
3.2781434,3.3566842,3.5328927,3.797235,4.029996,4.1441097,4.3196826,4.706993
2.755112,2.7624233,2.840055,2.9235857,3.1310022,3.3935413,3.5003736,4.134307
2.767089,2.7806008,2.8522174,2.9600766,3.1569483,3.4244404,3.5350132,4.20859
2.0049691,2.1496859,2.255029,2.3167114,2.4858382,2.6781085,2.8837771,3.6228623
2.276514,2.2942367,2.4281669,2.6630635,2.863174,3.2058275,3.388091,4.1146746
2.9014935,2.8533561,2.9021308,3.005934,3.18949,3.4315076,3.5296748,4.129545
2.4355981,2.43763,2.4348493,2.4883752,2.6972299,2.8783295,3.033094,3.7235672
2.9678588,2.9116426,2.9543357,3.0636876,3.2084455,3.4331527,3.5322375,4.136779
1.8100669,1.8492674,2.0172122,2.4882402,2.794954,2.9629176,3.233874,3.8853781
2.7093196,2.6922905,2.76126,3.1030335,3.2173166,3.4293857,3.51001,4.2258434
1.8630159,2.0759525,2.212387,2.5263472,2.6959407,2.836334,2.8590035,3.252612
1.4414014,1.5421171,1.6487346,2.056382,2.4661524,2.703057,2.927369,3.5121076
2.9411025,2.7100039,2.8025212,2.9226582,3.1382353,3.396949,3.4714267,4.097635
2.0874789,2.2209103,2.3393605,2.5382268,2.8895676,3.1318371,3.3077316,4.082094
2.426281,2.5459554,2.5745468,2.6022353,2.778712,2.9219496,3.0648625,3.8168721
3.0123346,3.0393772,3.130423,3.6517901,3.786661,3.8846593,4.0321817,4.3201165
3.2762845,3.295388,3.463442,3.855875,4.08613,4.2591553,4.466785,4.7801027
3.271584,3.3225439,3.4829118,3.9345777,4.16513,4.28336,4.456181,4.913127
3.018694,3.0907521,3.2401233,3.7283232,3.9260745,3.9830692,4.118163,4.403015
3.1739662,3.2789295,3.4244237,3.7122216,3.8908863,3.9758224,4.1417685,4.484949
1.9042305,1.9122493,2.0350647,2.2751515,2.4904714,2.6897187,2.986685,3.7252922
2.8357117,2.8233273,2.8885546,2.996403,3.1950762,3.4432092,3.5493474,4.154552
3.0795748,2.8460262,2.926489,3.0292253,3.1421733,3.4029295,3.504156,4.083746
2.1808755,2.234391,2.3191586,2.581851,2.8649135,3.0769305,3.272235,4.1101203
1.9431367,2.0697708,2.1808138,2.513511,2.6685736,2.8111677,2.8343606,3.2131763
2.348667,2.4322197,2.4253085,2.7256415,3.0062983,3.2002664,3.3117867,4.1452193
1.5515018,1.5992036,1.7786582,2.2040055,2.467371,2.6729681,2.9866006,3.6027644
2.7575536,2.7681236,2.8600664,3.002643,3.1534197,3.424858,3.5496778,4.209177
0.9432174,0.9547992,1.1169705,1.3565131,1.7780787,2.145637,2.7358227,3.6510532
1.6984962,1.850487,1.9301355,2.2613316,2.482688,2.654635,2.668491,3.050637
1.5305231,1.5968459,1.7550994,2.2227442,2.5385776,2.731315,2.9925709,3.6094909
3.051161,3.0783565,3.258995,3.6849854,3.8634105,3.996175,4.15515,4.5186067
2.0985088,2.1883545,2.2530746,2.520854,2.6734185,2.8308077,2.857329,3.2300944
2.4847808,2.5142512,2.6207657,2.9216778,3.0877395,3.2736924,3.3808134,4.1512027
3.296043,3.3480608,3.556226,3.9367003,4.260421,4.3809376,4.548734,4.96056
3.3250031,3.431632,3.5838666,3.9441805,4.2127023,4.2671204,4.4162703,4.8746624
2.3250787,2.3310692,2.249423,2.407229,2.539622,2.6757238,2.6493902,2.938631
2.7878196,2.7989423,2.9000652,3.1057482,3.2336779,3.4604583,3.577085,4.2022343
1.6995173,1.8200315,2.0177743,2.464941,2.707957,2.8592658,3.0905771,3.704599
2.7663257,2.78294,2.8741655,2.9201374,3.150463,3.4159245,3.525281,4.143226
2.8653376,2.8334658,2.8737333,3.0757546,3.2547243,3.461615,3.5403674,4.197997
2.8299341,2.8035765,2.8473957,3.0164137,3.1963322,3.448043,3.5495253,4.20126
1.526722,1.6049323,1.7670413,2.2087007,2.5275404,2.738932,3.0123534,3.587683
1.8059253,2.0596156,2.121612,2.3207502,2.4700677,2.6342347,2.6143258,2.976324
1.9642487,2.0513868,2.1250815,2.4265747,2.5772614,2.7357028,2.752275,3.1117115
2.83318,2.798797,2.8286428,2.9870849,3.186549,3.440492,3.5336063,4.195886
2.7664404,2.786648,2.8579226,2.9572983,3.1498718,3.42055,3.535659,4.2096477
2.8546996,2.8512783,2.9309273,3.160283,3.2775424,3.4819543,3.5916371,4.205093
2.7166388,2.7641952,2.8361135,3.1651938,3.2840197,3.4276404,3.501775,4.163576
1.7425056,1.8680079,2.0489492,2.4607701,2.7420044,2.8991718,3.1398177,3.815749
2.4050472,2.4384773,2.3825998,2.4983187,2.5845342,2.6741498,2.674474,2.9557362
1.6025338,1.7524495,1.8419139,2.226702,2.4601245,2.6316712,2.6548185,3.0194058
1.4902487,1.5902717,1.680715,2.0872507,2.4960966,2.7124696,2.8998506,3.5267992
1.558975,1.6001046,1.747888,2.2651007,2.6139379,2.8023522,3.0554302,3.6605303
3.0237317,3.0729227,3.1545455,3.6497512,3.7981396,3.890628,4.0412917,4.319788
1.9954462,2.1243253,2.2415726,2.434451,2.7971382,3.038533,3.2767568,4.11051
3.1410909,3.2417367,3.39458,3.7181606,3.9389257,4.0220695,4.1497517,4.710726
2.0418074,2.153378,2.253371,2.4155998,2.8048832,3.0769165,3.2797916,4.101528
2.765183,2.7847304,2.8598032,2.962708,3.1456087,3.4178607,3.535696,4.209882
3.3161726,3.3433952,3.50393,3.9933176,4.223901,4.347738,4.529713,4.945499
2.4361143,2.4810927,2.4718685,2.7771494,3.048683,3.2360487,3.3448594,4.142602
1.9801447,2.0693939,2.1726682,2.5300946,2.7074995,2.8531835,2.8967679,3.2891092
2.297106,2.3511202,2.3015552,2.4268024,2.562735,2.708036,2.7154138,3.0137308
3.155501,3.2281017,3.3651688,3.770126,3.881449,3.9623477,4.1253853,4.506952
2.074641,2.1649845,2.2511628,2.3940883,2.7846282,3.0691566,3.2823734,4.0955296
1.6987551,1.8713596,1.9639267,2.2592125,2.476431,2.659469,2.6910949,3.080405
3.1294904,3.2284818,3.3661814,3.6278183,3.8171706,3.9197922,4.0610332,4.576625
2.950058,2.8873832,2.9341288,3.0523229,3.188184,3.4154487,3.515066,4.107206
2.8548324,2.8126404,2.912178,3.0501652,3.1723714,3.4243796,3.5347404,4.191102
3.18079,3.242772,3.3040268,3.4280326,3.5317245,3.5948365,3.6845715,4.2861185
3.165627,3.2015042,3.3759503,3.7191913,3.8876963,4.0099783,4.1697245,4.584058
2.7677999,2.7749257,2.8622124,2.919404,3.143147,3.4125662,3.5216973,4.143587
1.6522956,1.8123417,1.8977764,2.2273958,2.4644508,2.6460757,2.678115,3.0710397
1.4679054,1.5571048,1.7131705,2.165248,2.4822254,2.6866567,2.9328122,3.5090942
1.6001546,1.8096983,1.8979404,2.1691895,2.3491323,2.5260158,2.5263386,2.8943875
2.5981646,2.651794,2.7104297,3.1672144,3.271004,3.4301782,3.4836874,4.176193
0.9597019,0.9941344,1.1138601,1.298008,1.786048,2.1712623,2.7292345,3.6690989
1.1850519,1.2174827,1.3175801,1.5294698,2.0470488,2.4292178,2.9205837,3.7109668
3.0096185,3.0724704,3.2344804,3.7296734,3.9102027,3.9578831,4.0837164,4.3909473
1.4542965,1.5457131,1.6766807,2.0460289,2.3949656,2.6358361,2.8973536,3.4907618
1.7618097,2.0516462,2.1487498,2.37284,2.5163438,2.6739955,2.6573062,2.9997346
1.4937497,1.585988,1.7157176,2.0347075,2.3750746,2.6263113,2.9067895,3.5212345
2.33124,2.4415984,2.4488325,2.6944208,2.952157,3.1951487,3.3305426,4.1657143
1.9742683,2.050462,2.118806,2.41581,2.5560505,2.7134712,2.7302027,3.091374
2.0122912,2.0707598,2.16261,2.5153878,2.6595516,2.806197,2.832129,3.1781616
